time,Disclosure Risk
14000,0.4098864204586042
14100,0.409674444996099
14200,0.4094654553137545
14300,0.4094438614900315
14400,0.40961177859573583
14500,0.409683426443203
14600,0.4097540927460785
14700,0.40968773385944623
14800,0.40959783710713077
14900,0.4095576884354655
15000,0.40949396626441764
15100,0.40943108815153323
15200,0.40922550503388827
15300,0.40942668497090934
15400,0.40949535623822825
15500,0.40951029098651526
15600,0.40906468363356624
15700,0.409006943117396
15800,0.40888663839483513
15900,0.40889364110950377
16000,0.4087755484717795
16100,0.40890738555189765
16200,0.40885239829619113
16300,0.40873673231486596
16400,0.4089273736203427
16500,0.4087520455785199
16600,0.40869931923609853
16700,0.4084675729085574
16800,0.40834672858248494
16900,0.40830818391620805
17000,0.4081416553914936
17100,0.4082110064916077
17200,0.4078725507296936
17300,0.4075958147869819
17400,0.4077820564400253
17500,0.40771649042583596
17600,0.4074095119040855
17700,0.4073111475224589
17800,0.4074844074844075
17900,0.4070059779875971
18000,0.40741152286238125
18100,0.40741559374481956
18200,0.4071652288587285
18300,0.4071260724629761
18400,0.40714169248328713
18500,0.40703897929393956
18600,0.4068935849868258
18700,0.4069201561580833
18800,0.4070862371655051
18900,0.40689983597015716
19000,0.4070116334158025
19100,0.40703701764490285
19200,0.407208708786916
19300,0.40716173498471264
19400,0.40703129027269447
19500,0.40694394584337656
19600,0.4071031280298005
19700,0.4071780293415909
19800,0.407091267235719
19900,0.407105884717825
20000,0.40702035101755085
20100,0.4068859147221255
20200,0.4070003465518095
20300,0.4070643874082467
20400,0.4070297563606059
20500,0.4070930289282404
20600,0.4072527792611292
20700,0.4070728054495386
20800,0.4070868791768835
20900,0.40724436575912726
21000,0.40710577701576417
21100,0.40717569553059385
21200,0.4069059861314213
21300,0.40673271045588993
21400,0.4066077854105332
21500,0.40685613284338806
21600,0.4069169868975416
21700,0.40711553527812344
21800,0.4072205147025093
21900,0.40717906562542816
22000,0.40710941406427564
22100,0.4072129960631703
22200,0.40727059777467456
22300,0.40749046871495853
22400,0.4074206366924142
22500,0.4074683262947322
22600,0.4074516571529714
22700,0.40746288382748136
22800,0.40755362547703644
22900,0.4074413729857199
23000,0.40770535287211374
23100,0.4076366942291874
23200,0.40764688133109184
23300,0.40757114039229153
23400,0.4077097311850934
23500,0.4078471424315928
23600,0.4076867663884063
23700,0.4076387423507069
23800,0.4076221689986974
23900,0.40767396125360894
24000,0.4076836534855619
24100,0.40761027428524005
24200,0.4075375015496508
24300,0.4074988681730255
24400,0.40751670150416003
24500,0.4075268378301155
24600,0.40753689174356683
24700,0.4074179050087055
24800,0.4073954594943344
24900,0.40748624442748704
25000,0.40761630465218607
25100,0.40758595959998406
25200,0.40771459184888287
25300,0.40775586037870104
25400,0.40777195952596557
25500,0.40778069728224636
25600,0.40778936677213956
25700,0.40771296260263845
25800,0.40780650412806696
25900,0.40785358508050507
26000,0.4078618408400323
26100,0.4079849802674432
26200,0.40783999389289666
26300,0.4078101828966881
26400,0.408007879086329
26500,0.4080153968074267
26600,0.4080228580021805
26700,0.40803026330574177
26800,0.4080749281689615
26900,0.40793338042306404
27000,0.4079410348531427
27100,0.40791173106018674
27200,0.4078091106290672
27300,0.4078903989157112
27400,0.4080075915179386
27500,0.4079057420269828
27600,0.40805826298054276
27700,0.4079208635690819
27800,0.40785639771214793
27900,0.40793576830710776
28000,0.40797885638772813
28100,0.40791487241538843
28200,0.4077804177453101
28300,0.4078589349446977
28400,0.4079368991865911
28500,0.40801431629179974
28600,0.4081418529010597
28700,0.4080978431304227
28800,0.4080697246432168
28900,0.40793799093394234
29000,0.4078071657643367
29100,0.40781470153613525
29200,0.4077536901948697
29300,0.4074541793235264
29400,0.4073544919549614
29500,0.4073358418929455
29600,0.40734484273117333
29700,0.40738745412303445
29800,0.40732288485417995
29900,0.4072377002575337
30000,0.4072469082302743
30100,0.4072498920158155
